n,U,C,F,O,B
14924,0,0,0,0,7
14925,0,0,0,0,7
14926,0,1,0,0,7
14927,0,1,0,0,7
14928,1,3,-1,0,7
14929,1,3,-1,0,7
14930,0,0,0,0,7
14931,0,0,0,0,7
14932,0,2,3,1,7
14933,0,2,3,0,7
14934,0,1,0,0,7
14935,0,1,0,0,7
14936,0,0,0,0,7
14937,0,0,0,0,7
14938,1,3,-1,0,7
14939,1,3,-1,0,7
14940,0,2,2,1,7
14941,0,2,2,0,7
14942,0,0,0,0,1
14943,0,0,0,0,1
14944,0,1,0,0,1
14945,0,1,0,0,1
14946,1,3,-1,0,1
14947,1,3,-1,0,1
14948,0,0,0,0,1
14949,0,0,0,0,1
14950,1,3,-1,0,1
14951,1,3,-1,0,1
14952,0,1,0,0,1
14953,0,1,0,0,1
14954,0,0,0,0,1
14955,0,0,0,0,1
14956,1,3,-1,0,1
14957,1,3,-1,0,1
14958,0,1,0,0,1
14959,0,1,0,0,1
14960,0,0,0,0,1
14961,0,0,0,0,1
14962,0,1,0,0,1
14963,0,1,0,0,1
14964,0,1,0,0,1
14965,0,1,0,0,1
14966,0,0,0,0,1
14967,0,0,0,0,1
14968,1,3,-1,0,1
14969,1,3,-1,0,1
14970,0,1,0,0,1
14971,0,1,0,0,1
14972,0,0,0,0,1
14973,0,0,0,0,1
14974,0,1,0,0,3
14975,0,1,0,0,3
14976,0,1,0,0,3
14977,0,1,0,0,3
14978,0,0,0,0,3
14979,0,0,0,0,3
14980,0,2,2,1,3
14981,0,2,2,0,3
14982,1,3,-1,0,3
14983,1,3,-1,0,3
14984,0,0,0,0,3
14985,0,0,0,0,3
14986,0,1,0,0,3
14987,0,1,0,0,3
14988,0,1,0,0,3
14989,0,1,0,0,3
14990,0,0,0,0,3
14991,0,0,0,0,3
14992,0,1,0,0,3
14993,0,1,0,0,3
14994,0,1,0,0,3
14995,0,1,0,0,3
14996,0,0,0,0,2
14997,0,0,0,0,2
14998,0,2,1,1,2
14999,0,2,1,0,2
15000,0,1,0,0,2
15001,0,1,0,0,2
15002,0,0,0,0,2
15003,0,0,0,0,2
15004,0,1,0,0,2
15005,0,1,0,0,2
15006,0,2,1,1,2
15007,0,2,1,0,2
15008,0,0,0,0,2
15009,0,0,0,0,2
15010,0,1,0,0,2
15011,0,1,0,0,2
15012,1,3,-1,0,3
15013,1,3,-1,0,3
15014,0,0,0,0,3
15015,0,0,0,0,3
15016,1,3,-1,0,3
15017,1,3,-1,0,3
15018,0,1,0,0,3
15019,0,1,0,0,3
15020,0,0,0,0,3
15021,0,0,0,0,3
15022,0,2,2,1,3
15023,0,2,2,0,3
15024,0,1,0,0,3
15025,0,1,0,0,3
15026,0,0,0,0,3
15027,0,0,0,0,3
15028,0,1,0,0,3
15029,0,1,0,0,3
15030,1,3,-1,0,3
15031,1,3,-1,0,3
15032,0,0,0,0,3
15033,0,0,0,0,3
15034,0,1,0,0,3
15035,0,1,0,0,3
15036,0,1,0,0,3
15037,0,1,0,0,3
15038,0,0,0,0,3
15039,0,0,0,0,3
15040,0,1,0,0,3
15041,0,1,0,0,3
15042,0,1,0,0,3
15043,0,1,0,0,3
15044,0,0,0,0,3
15045,0,0,0,0,3
15046,0,2,1,1,3
15047,0,2,1,0,3
15048,0,2,3,1,3
15049,0,2,3,0,3
15050,0,0,0,0,3
15051,0,0,0,0,3
15052,1,3,-1,0,3
15053,1,3,-1,0,3
15054,0,1,0,0,3
15055,0,1,0,0,3
15056,0,0,0,0,1
15057,0,0,0,0,1
15058,0,1,0,0,1
15059,0,1,0,0,1
15060,1,3,-1,0,1
15061,1,3,-1,0,1
15062,0,0,0,0,1
15063,0,0,0,0,1
15064,0,1,0,0,1
15065,0,1,0,0,1
15066,0,1,0,0,1
15067,0,1,0,0,1
15068,0,0,0,0,1
15069,0,0,0,0,1
15070,0,1,0,0,1
15071,0,1,0,0,1
15072,1,3,-1,0,1
15073,1,3,-1,0,1
15074,0,0,0,0,1
15075,0,0,0,0,1
15076,1,3,-1,0,1
15077,1,3,-1,0,1
15078,0,1,0,0,1
15079,0,1,0,0,1
15080,0,0,0,0,1
15081,0,0,0,0,1
15082,1,3,-1,0,1
15083,1,3,-1,0,1
15084,0,1,0,0,1
15085,0,1,0,0,1
15086,0,0,0,0,1
15087,0,0,0,0,1
15088,0,2,2,1,1
15089,0,2,2,0,1
15090,1,3,-1,0,1
15091,1,3,-1,0,1
15092,0,0,0,0,1
15093,0,0,0,0,1
15094,0,1,0,0,1
15095,0,1,0,0,1
15096,0,2,1,1,1
15097,0,2,1,0,1
15098,0,0,0,0,1
15099,0,0,0,0,1
15100,1,3,-1,0,1
15101,1,3,-1,0,1
15102,0,1,0,0,1
15103,0,1,0,0,1
15104,0,0,0,0,1
15105,0,0,0,0,1
15106,1,3,-1,0,1
15107,1,3,-1,0,1
15108,0,2,1,1,1
15109,0,2,1,0,1
15110,0,0,0,0,1
15111,0,0,0,0,1
15112,0,1,0,0,1
15113,0,1,0,0,1
15114,0,1,0,0,1
15115,0,1,0,0,1
15116,0,0,0,0,1
15117,0,0,0,0,1
15118,0,1,0,0,3
15119,0,1,0,0,3
15120,1,3,-1,0,3
15121,1,3,-1,0,3
15122,0,0,0,0,3
15123,0,0,0,0,3
15124,0,1,0,0,3
15125,0,1,0,0,3
15126,0,1,0,0,3
15127,0,1,0,0,3
15128,0,0,0,0,3
15129,0,0,0,0,3
15130,1,3,-1,0,7
15131,1,3,-1,0,7
15132,0,2,1,1,7
15133,0,2,1,0,7
15134,0,0,0,0,7
15135,0,0,0,0,7
15136,1,3,-1,0,7
15137,1,3,-1,0,7
15138,1,3,-1,0,7
15139,1,3,-1,0,7
15140,0,0,0,0,7
15141,0,0,0,0,7
15142,0,1,0,0,7
15143,0,1,0,0,7
15144,0,1,0,0,7
15145,0,1,0,0,7
15146,0,0,0,0,7
15147,0,0,0,0,7
15148,1,3,-1,0,7
15149,1,3,-1,0,7
15150,0,2,3,1,7
15151,0,2,3,0,7
15152,0,0,0,0,7
15153,0,0,0,0,7
15154,0,1,0,0,7
15155,0,1,0,0,7
15156,0,1,0,0,7
15157,0,1,0,0,7
15158,0,0,0,0,7
15159,0,0,0,0,7
15160,1,3,-1,0,7
15161,1,3,-1,0,7
15162,0,2,1,1,7
15163,0,2,1,0,7
15164,0,0,0,0,7
15165,0,0,0,0,7
15166,0,2,1,1,7
15167,0,2,1,0,7
15168,0,1,0,0,7
15169,0,1,0,0,7
15170,0,0,0,0,7
15171,0,0,0,0,7
15172,1,3,-1,0,7
15173,1,3,-1,0,7
15174,0,1,0,0,7
15175,0,1,0,0,7
15176,0,0,0,0,7
15177,0,0,0,0,7
15178,0,2,1,1,7
15179,0,2,1,0,7
15180,0,1,0,0,7
15181,0,1,0,0,7
15182,0,0,0,0,3
15183,0,0,0,0,3
15184,0,1,0,0,3
15185,0,1,0,0,3
15186,1,3,-1,0,3
15187,1,3,-1,0,3
15188,0,0,0,0,3
15189,0,0,0,0,3
15190,0,1,0,0,3
15191,0,1,0,0,3
15192,1,3,-1,0,3
15193,1,3,-1,0,3
15194,0,0,0,0,3
15195,0,0,0,0,3
15196,0,1,0,0,3
15197,0,1,0,0,3
15198,1,3,-1,0,3
15199,1,3,-1,0,3
15200,0,0,0,0,3
15201,0,0,0,0,3
15202,0,1,0,0,7
15203,0,1,0,0,7
15204,0,1,0,0,7
15205,0,1,0,0,7
15206,0,0,0,0,7
15207,0,0,0,0,7
15208,0,2,2,1,7
15209,0,2,2,0,7
15210,0,1,0,0,7
15211,0,1,0,0,7
15212,0,0,0,0,7
15213,0,0,0,0,7
15214,0,1,0,0,7
15215,0,1,0,0,7
15216,1,3,-1,0,7
15217,1,3,-1,0,7
15218,0,0,0,0,7
15219,0,0,0,0,7
15220,0,2,1,1,7
15221,0,2,1,0,7
15222,0,1,0,0,7
15223,0,1,0,0,7
15224,0,0,0,0,7
15225,0,0,0,0,7
15226,1,3,-1,0,7
15227,1,3,-1,0,7
15228,0,2,2,1,7
15229,0,2,2,0,7
15230,0,0,0,0,7
15231,0,0,0,0,7
15232,1,3,-1,0,7
15233,1,3,-1,0,7
15234,0,1,0,0,7
15235,0,1,0,0,7
15236,0,0,0,0,7
15237,0,0,0,0,7
15238,0,1,0,0,7
15239,0,1,0,0,7
15240,1,3,-1,0,7
15241,1,3,-1,0,7
15242,0,0,0,0,7
15243,0,0,0,0,7
15244,0,1,0,0,7
15245,0,1,0,0,7
15246,0,2,2,1,7
15247,0,2,2,0,7
15248,0,0,0,0,7
15249,0,0,0,0,7
15250,0,2,3,1,7
15251,0,2,3,0,7
15252,0,1,0,0,7
15253,0,1,0,0,7
15254,0,0,0,0,7
15255,0,0,0,0,7
15256,0,1,0,0,7
15257,0,1,0,0,7
15258,1,3,-1,0,1
15259,1,3,-1,0,1
15260,0,0,0,0,1
15261,0,0,0,0,1
15262,1,3,-1,0,1
15263,1,3,-1,0,1
15264,0,1,0,0,1
15265,0,1,0,0,1
15266,0,0,0,0,1
15267,0,0,0,0,1
15268,1,3,-1,0,1
15269,1,3,-1,0,1
15270,1,3,-1,0,1
15271,1,3,-1,0,1
15272,0,0,0,0,1
15273,0,0,0,0,1
15274,0,1,0,0,1
15275,0,1,0,0,1
15276,1,3,-1,0,1
15277,1,3,-1,0,1
15278,0,0,0,0,1
15279,0,0,0,0,1
15280,0,1,0,0,1
15281,0,1,0,0,1
15282,0,1,0,0,1
15283,0,1,0,0,1
15284,0,0,0,0,1
15285,0,0,0,0,1
15286,1,3,-1,0,1
15287,1,3,-1,0,1
15288,1,3,-1,0,1
15289,1,3,-1,0,1
15290,0,0,0,0,1
15291,0,0,0,0,1
15292,0,2,1,1,1
15293,0,2,1,0,1
15294,0,1,0,0,1
15295,0,1,0,0,1
15296,0,0,0,0,1
15297,0,0,0,0,1
15298,1,3,-1,0,1
15299,1,3,-1,0,1
15300,0,1,0,0,1
15301,0,1,0,0,1
15302,0,0,0,0,1
15303,0,0,0,0,1
15304,0,1,0,0,1
15305,0,1,0,0,1
15306,1,3,-1,0,1
15307,1,3,-1,0,1
15308,0,0,0,0,1
15309,0,0,0,0,1
15310,0,2,1,1,1
15311,0,2,1,0,1
15312,1,3,-1,0,1
15313,1,3,-1,0,1
15314,0,0,0,0,1
15315,0,0,0,0,1
15316,0,1,0,0,1
15317,0,1,0,0,1
15318,1,3,-1,0,1
15319,1,3,-1,0,1
15320,0,0,0,0,1
15321,0,0,0,0,1
15322,0,1,0,0,1
15323,0,1,0,0,1
15324,0,1,0,0,1
15325,0,1,0,0,1
15326,0,0,0,0,1
15327,0,0,0,0,1
15328,1,3,-1,0,1
15329,1,3,-1,0,1
15330,1,3,-1,0,1
15331,1,3,-1,0,1
15332,0,0,0,0,1
15333,0,0,0,0,1
15334,0,1,0,0,1
15335,0,1,0,0,1
15336,0,1,0,0,1
15337,0,1,0,0,1
15338,0,0,0,0,1
15339,0,0,0,0,1
15340,0,1,0,0,1
15341,0,1,0,0,1
15342,0,2,2,1,1
15343,0,2,2,0,1
15344,0,0,0,0,1
15345,0,0,0,0,1
15346,0,2,3,1,1
15347,0,2,3,0,1
15348,1,3,-1,0,1
15349,1,3,-1,0,1
15350,0,0,0,0,1
15351,0,0,0,0,1
15352,0,1,0,0,1
15353,0,1,0,0,1
15354,0,1,0,0,1
15355,0,1,0,0,1
15356,0,0,0,0,1
15357,0,0,0,0,1
15358,1,3,-1,0,1
15359,1,3,-1,0,1
15360,1,3,-1,0,1
15361,1,3,-1,0,1
15362,0,0,0,0,1
15363,0,0,0,0,1
15364,0,1,0,0,1
15365,0,1,0,0,1
15366,0,1,0,0,1
15367,0,1,0,0,1
15368,0,0,0,0,1
15369,0,0,0,0,1
15370,0,1,0,0,1
15371,0,1,0,0,1
15372,1,3,-1,0,1
15373,1,3,-1,0,1
15374,0,0,0,0,1
15375,0,0,0,0,1
15376,1,3,-1,0,1
15377,1,3,-1,0,1
15378,0,1,0,0,1
15379,0,1,0,0,1
15380,0,0,0,0,1
15381,0,0,0,0,1
15382,1,3,-1,0,1
15383,1,3,-1,0,1
15384,0,1,0,0,1
15385,0,1,0,0,1
15386,0,0,0,0,1
15387,0,0,0,0,1
15388,0,1,0,0,1
15389,0,1,0,0,1
15390,1,3,-1,0,1
15391,1,3,-1,0,1
15392,0,0,0,0,1
15393,0,0,0,0,1
15394,0,1,0,0,1
15395,0,1,0,0,1
15396,0,2,2,1,1
15397,0,2,2,0,1
15398,0,0,0,0,1
15399,0,0,0,0,1
15400,1,3,-1,0,1
15401,1,3,-1,0,1
15402,0,2,2,1,1
15403,0,2,2,0,1
15404,0,0,0,0,1
15405,0,0,0,0,1
15406,0,1,0,0,1
15407,0,1,0,0,1
15408,0,1,0,0,1
15409,0,1,0,0,1
15410,0,0,0,0,1
15411,0,0,0,0,1
15412,1,3,-1,0,1
15413,1,3,-1,0,1
15414,0,1,0,0,1
15415,0,1,0,0,1
15416,0,0,0,0,1
15417,0,0,0,0,1
15418,0,1,0,0,1
15419,0,1,0,0,1
15420,0,1,0,0,1
15421,0,1,0,0,1
15422,0,0,0,0,1
15423,0,0,0,0,1
15424,0,1,0,0,1
15425,0,1,0,0,1
15426,1,3,-1,0,1
15427,1,3,-1,0,1
15428,0,0,0,0,1
15429,0,0,0,0,1
15430,0,1,0,0,1
15431,0,1,0,0,1
15432,0,1,0,0,1
15433,0,1,0,0,1
15434,0,0,0,0,1
15435,0,0,0,0,1
15436,0,2,1,1,1
15437,0,2,1,0,1
15438,1,3,-1,0,1
15439,1,3,-1,0,1
15440,0,0,0,0,1
15441,0,0,0,0,1
15442,1,3,-1,0,1
15443,1,3,-1,0,1
15444,0,1,0,0,1
15445,0,1,0,0,1
15446,0,0,0,0,1
15447,0,0,0,0,1
15448,0,1,0,0,1
15449,0,1,0,0,1
15450,1,3,-1,0,1
15451,1,3,-1,0,1
15452,0,0,0,0,1
15453,0,0,0,0,1
15454,0,1,0,0,1
15455,0,1,0,0,1
15456,0,1,0,0,1
15457,0,1,0,0,1
15458,0,0,0,0,1
15459,0,0,0,0,1
15460,1,3,-1,0,1
15461,1,3,-1,0,1
15462,0,1,0,0,1
15463,0,1,0,0,1
15464,0,0,0,0,1
15465,0,0,0,0,1
15466,1,3,-1,0,1
15467,1,3,-1,0,1
15468,0,2,1,1,3
15469,0,2,1,0,3
15470,0,0,0,0,3
15471,0,0,0,0,3
15472,1,3,-1,0,3
15473,1,3,-1,0,3
15474,0,1,0,0,3
15475,0,1,0,0,3
15476,0,0,0,0,3
15477,0,0,0,0,3
15478,0,1,0,0,3
15479,0,1,0,0,3
15480,0,2,3,1,3
15481,0,2,3,0,3
15482,0,0,0,0,3
15483,0,0,0,0,3
15484,0,1,0,0,3
15485,0,1,0,0,3
15486,0,1,0,0,3
15487,0,1,0,0,3
15488,0,0,0,0,3
15489,0,0,0,0,3
15490,0,1,0,0,3
15491,0,1,0,0,3
15492,1,3,-1,0,3
15493,1,3,-1,0,3
15494,0,0,0,0,3
15495,0,0,0,0,3
15496,1,3,-1,0,3
15497,1,3,-1,0,3
15498,0,1,0,0,3
15499,0,1,0,0,3
15500,0,0,0,0,3
15501,0,0,0,0,3
15502,0,2,1,1,3
15503,0,2,1,0,3
15504,0,1,0,0,3
15505,0,1,0,0,3
15506,0,0,0,0,3
15507,0,0,0,0,3
15508,0,1,0,0,7
15509,0,1,0,0,7
15510,1,3,-1,0,7
15511,1,3,-1,0,7
15512,0,0,0,0,7
15513,0,0,0,0,7
15514,0,1,0,0,7
15515,0,1,0,0,7
15516,0,2,1,1,7
15517,0,2,1,0,7
15518,0,0,0,0,7
15519,0,0,0,0,7
15520,0,1,0,0,7
15521,0,1,0,0,7
15522,0,1,0,0,7
15523,0,1,0,0,7
15524,0,0,0,0,7
15525,0,0,0,0,7
15526,1,3,-1,0,7
15527,1,3,-1,0,7
15528,0,2,1,1,7
15529,0,2,1,0,7
15530,0,0,0,0,7
15531,0,0,0,0,7
15532,0,1,0,0,7
15533,0,1,0,0,7
15534,0,1,0,0,7
15535,0,1,0,0,7
15536,0,0,0,0,7
15537,0,0,0,0,7
15538,0,2,1,1,7
15539,0,2,1,0,7
15540,1,3,-1,0,7
15541,1,3,-1,0,7
15542,0,0,0,0,7
15543,0,0,0,0,7
15544,0,1,0,0,7
15545,0,1,0,0,7
15546,0,1,0,0,7
15547,0,1,0,0,7
15548,0,0,0,0,7
15549,0,0,0,0,7
15550,1,3,-1,0,7
15551,1,3,-1,0,7
15552,0,2,3,1,7
15553,0,2,3,0,7
15554,0,0,0,0,7
15555,0,0,0,0,7
15556,0,2,1,1,7
15557,0,2,1,0,7
15558,1,3,-1,0,7
15559,1,3,-1,0,7
15560,0,0,0,0,7
15561,0,0,0,0,7
15562,0,2,2,1,7
15563,0,2,2,0,7
15564,0,1,0,0,7
15565,0,1,0,0,7
15566,0,0,0,0,7
15567,0,0,0,0,7
15568,1,3,-1,0,7
15569,1,3,-1,0,7
15570,0,1,0,0,7
15571,0,1,0,0,7
15572,0,0,0,0,7
15573,0,0,0,0,7
15574,0,1,0,0,7
15575,0,1,0,0,7
15576,0,2,1,1,7
15577,0,2,1,0,7
15578,0,0,0,0,7
15579,0,0,0,0,7
15580,1,3,-1,0,7
15581,1,3,-1,0,7
15582,1,3,-1,0,7
15583,1,3,-1,0,7
15584,0,0,0,0,7
15585,0,0,0,0,7
15586,0,1,0,0,7
15587,0,1,0,0,7
15588,0,1,0,0,7
15589,0,1,0,0,7
15590,0,0,0,0,7
15591,0,0,0,0,7
15592,0,2,1,1,7
15593,0,2,1,0,7
15594,0,1,0,0,7
15595,0,1,0,0,7
15596,0,0,0,0,7
15597,0,0,0,0,7
15598,0,1,0,0,7
15599,0,1,0,0,7
15600,1,3,-1,0,7
15601,1,3,-1,0,7
15602,0,0,0,0,3
15603,0,0,0,0,3
15604,0,1,0,0,3
15605,0,1,0,0,3
15606,1,3,-1,0,3
15607,1,3,-1,0,3
15608,0,0,0,0,3
15609,0,0,0,0,3
15610,0,2,2,1,3
15611,0,2,2,0,3
15612,0,1,0,0,1
15613,0,1,0,0,1
15614,0,0,0,0,1
15615,0,0,0,0,1
15616,0,1,0,0,1
15617,0,1,0,0,1
15618,1,3,-1,0,1
15619,1,3,-1,0,1
15620,0,0,0,0,1
15621,0,0,0,0,1
15622,0,1,0,0,1
15623,0,1,0,0,1
15624,0,1,0,0,1
15625,0,1,0,0,1
15626,0,0,0,0,1
15627,0,0,0,0,1
15628,1,3,-1,0,1
15629,1,3,-1,0,1
15630,0,1,0,0,1
15631,0,1,0,0,1
15632,0,0,0,0,1
15633,0,0,0,0,1
15634,0,1,0,0,1
15635,0,1,0,0,1
15636,0,1,0,0,1
15637,0,1,0,0,1
15638,0,0,0,0,1
15639,0,0,0,0,1
15640,1,3,-1,0,1
15641,1,3,-1,0,1
15642,1,3,-1,0,1
15643,1,3,-1,0,1
15644,0,0,0,0,1
15645,0,0,0,0,1
15646,1,3,-1,0,1
15647,1,3,-1,0,1
15648,1,3,-1,0,1
15649,1,3,-1,0,1
15650,0,0,0,0,1
15651,0,0,0,0,1
15652,0,1,0,0,1
15653,0,1,0,0,1
15654,0,1,0,0,1
15655,0,1,0,0,1
15656,0,0,0,0,1
15657,0,0,0,0,1
15658,0,1,0,0,1
15659,0,1,0,0,1
15660,1,3,-1,0,3
15661,1,3,-1,0,3
15662,0,0,0,0,3
15663,0,0,0,0,3
15664,0,1,0,0,3
15665,0,1,0,0,3
15666,1,3,-1,0,3
15667,1,3,-1,0,3
15668,0,0,0,0,3
15669,0,0,0,0,3
15670,1,3,-1,0,3
15671,1,3,-1,0,3
15672,0,1,0,0,7
15673,0,1,0,0,7
15674,0,0,0,0,7
15675,0,0,0,0,7
15676,0,2,1,1,7
15677,0,2,1,0,7
15678,1,3,-1,0,7
15679,1,3,-1,0,7
15680,0,0,0,0,7
15681,0,0,0,0,7
15682,1,3,-1,0,7
15683,1,3,-1,0,7
15684,0,1,0,0,7
15685,0,1,0,0,7
15686,0,0,0,0,7
15687,0,0,0,0,7
15688,0,2,1,1,7
15689,0,2,1,0,7
15690,0,1,0,0,7
15691,0,1,0,0,7
15692,0,0,0,0,7
15693,0,0,0,0,7
15694,0,1,0,0,7
15695,0,1,0,0,7
15696,0,1,0,0,7
15697,0,1,0,0,7
15698,0,0,0,0,7
15699,0,0,0,0,7
15700,0,1,0,0,7
15701,0,1,0,0,7
15702,0,2,1,1,7
15703,0,2,1,0,7
15704,0,0,0,0,7
15705,0,0,0,0,7
15706,0,2,3,1,7
15707,0,2,3,0,7
15708,0,1,0,0,7
15709,0,1,0,0,7
15710,0,0,0,0,7
15711,0,0,0,0,7
15712,0,1,0,0,7
15713,0,1,0,0,7
15714,0,1,0,0,7
15715,0,1,0,0,7
15716,0,0,0,0,7
15717,0,0,0,0,7
15718,0,1,0,0,7
15719,0,1,0,0,7
15720,0,2,2,1,7
15721,0,2,2,0,7
15722,0,0,0,0,7
15723,0,0,0,0,7
15724,0,1,0,0,7
15725,0,1,0,0,7
15726,1,3,-1,0,3
15727,1,3,-1,0,3
15728,0,0,0,0,3
15729,0,0,0,0,3
15730,1,3,-1,0,3
15731,1,3,-1,0,3
15732,1,3,-1,0,3
15733,1,3,-1,0,3
15734,0,0,0,0,3
15735,0,0,0,0,3
15736,1,3,-1,0,3
15737,1,3,-1,0,3
15738,1,3,-1,0,1
15739,1,3,-1,0,1
15740,0,0,0,0,1
15741,0,0,0,0,1
15742,0,1,0,0,1
15743,0,1,0,0,1
15744,0,1,0,0,1
15745,0,1,0,0,1
15746,0,0,0,0,1
15747,0,0,0,0,1
15748,1,3,-1,0,1
15749,1,3,-1,0,1
15750,0,1,0,0,1
15751,0,1,0,0,1
15752,0,0,0,0,1
15753,0,0,0,0,1
15754,0,1,0,0,1
15755,0,1,0,0,1
15756,0,1,0,0,1
15757,0,1,0,0,1
15758,0,0,0,0,1
15759,0,0,0,0,1
15760,1,3,-1,0,1
15761,1,3,-1,0,1
15762,0,1,0,0,1
15763,0,1,0,0,1
15764,0,0,0,0,1
15765,0,0,0,0,1
15766,1,3,-1,0,1
15767,1,3,-1,0,1
15768,0,1,0,0,1
15769,0,1,0,0,1
15770,0,0,0,0,1
15771,0,0,0,0,1
15772,1,3,-1,0,1
15773,1,3,-1,0,1
15774,0,1,0,0,1
15775,0,1,0,0,1
15776,0,0,0,0,1
15777,0,0,0,0,1
15778,0,2,1,1,1
15779,0,2,1,0,1
15780,0,2,1,1,1
15781,0,2,1,0,1
15782,0,0,0,0,1
15783,0,0,0,0,1
15784,0,1,0,0,1
15785,0,1,0,0,1
15786,1,3,-1,0,1
15787,1,3,-1,0,1
15788,0,0,0,0,1
15789,0,0,0,0,1
15790,1,3,-1,0,1
15791,1,3,-1,0,1
15792,0,1,0,0,1
15793,0,1,0,0,1
15794,0,0,0,0,1
15795,0,0,0,0,1
15796,1,3,-1,0,1
15797,1,3,-1,0,1
15798,0,1,0,0,1
15799,0,1,0,0,1
15800,0,0,0,0,1
15801,0,0,0,0,1
15802,1,3,-1,0,1
15803,1,3,-1,0,1
15804,0,1,0,0,1
15805,0,1,0,0,1
15806,0,0,0,0,1
15807,0,0,0,0,1
15808,1,3,-1,0,7
15809,1,3,-1,0,7
15810,0,2,2,1,7
15811,0,2,2,0,7
15812,0,0,0,0,7
15813,0,0,0,0,7
15814,0,1,0,0,7
15815,0,1,0,0,7
15816,1,3,-1,0,7
15817,1,3,-1,0,7
15818,0,0,0,0,7
15819,0,0,0,0,7
15820,0,1,0,0,7
15821,0,1,0,0,7
15822,1,3,-1,0,7
15823,1,3,-1,0,7
15824,0,0,0,0,7
15825,0,0,0,0,7
15826,0,1,0,0,7
15827,0,1,0,0,7
15828,0,1,0,0,7
15829,0,1,0,0,7
15830,0,0,0,0,7
15831,0,0,0,0,7
15832,0,2,2,1,7
15833,0,2,2,0,7
15834,0,1,0,0,7
15835,0,1,0,0,7
15836,0,0,0,0,7
15837,0,0,0,0,7
15838,0,2,1,1,7
15839,0,2,1,0,7
15840,0,1,0,0,7
15841,0,1,0,0,7
15842,0,0,0,0,7
15843,0,0,0,0,7
15844,0,1,0,0,7
15845,0,1,0,0,7
15846,0,1,0,0,7
15847,0,1,0,0,7
15848,0,0,0,0,7
15849,0,0,0,0,7
15850,0,1,0,0,7
15851,0,1,0,0,7
15852,0,2,2,1,7
15853,0,2,2,0,7
15854,0,0,0,0,7
15855,0,0,0,0,7
15856,0,2,2,1,7
15857,0,2,2,0,7
15858,1,3,-1,0,7
15859,1,3,-1,0,7
15860,0,0,0,0,7
15861,0,0,0,0,7
15862,0,2,1,1,7
15863,0,2,1,0,7
15864,0,1,0,0,7
15865,0,1,0,0,7
15866,0,0,0,0,7
15867,0,0,0,0,7
15868,0,1,0,0,7
15869,0,1,0,0,7
15870,0,2,1,1,7
15871,0,2,1,0,7
15872,0,0,0,0,7
15873,0,0,0,0,7
15874,0,1,0,0,7
15875,0,1,0,0,7
15876,1,3,-1,0,7
15877,1,3,-1,0,7
15878,0,0,0,0,7
15879,0,0,0,0,7
15880,1,3,-1,0,7
15881,1,3,-1,0,7
15882,0,1,0,0,7
15883,0,1,0,0,7
15884,0,0,0,0,7
15885,0,0,0,0,7
15886,1,3,-1,0,7
15887,1,3,-1,0,7
15888,1,3,-1,0,3
15889,1,3,-1,0,3
15890,0,0,0,0,3
15891,0,0,0,0,3
15892,0,1,0,0,3
15893,0,1,0,0,3
15894,0,1,0,0,3
15895,0,1,0,0,3
15896,0,0,0,0,3
15897,0,0,0,0,3
15898,0,1,0,0,3
15899,0,1,0,0,3
15900,1,3,-1,0,3
15901,1,3,-1,0,3
15902,0,0,0,0,1
15903,0,0,0,0,1
15904,0,1,0,0,1
15905,0,1,0,0,1
15906,1,3,-1,0,1
15907,1,3,-1,0,1
15908,0,0,0,0,1
15909,0,0,0,0,1
15910,0,1,0,0,1
15911,0,1,0,0,1
15912,1,3,-1,0,1
15913,1,3,-1,0,1
15914,0,0,0,0,1
15915,0,0,0,0,1
15916,0,1,0,0,1
15917,0,1,0,0,1
15918,1,3,-1,0,1
15919,1,3,-1,0,1
15920,0,0,0,0,1
15921,0,0,0,0,1
15922,1,3,-1,0,1
15923,1,3,-1,0,1
15924,0,1,0,0,1
15925,0,1,0,0,1
15926,0,0,0,0,1
15927,0,0,0,0,1
15928,0,1,0,0,1
15929,0,1,0,0,1
15930,0,2,2,1,1
15931,0,2,2,0,1
15932,0,0,0,0,1
15933,0,0,0,0,1
15934,0,1,0,0,1
15935,0,1,0,0,1
15936,1,3,-1,0,1
15937,1,3,-1,0,1
15938,0,0,0,0,1
15939,0,0,0,0,1
15940,0,1,0,0,1
15941,0,1,0,0,1
15942,0,2,3,1,1
15943,0,2,3,0,1
15944,0,0,0,0,1
15945,0,0,0,0,1
15946,0,2,1,1,1
15947,0,2,1,0,1
15948,0,2,1,1,1
15949,0,2,1,0,1
15950,0,0,0,0,1
15951,0,0,0,0,1
15952,0,1,0,0,1
15953,0,1,0,0,1
15954,0,1,0,0,1
15955,0,1,0,0,1
15956,0,0,0,0,1
15957,0,0,0,0,1
15958,1,3,-1,0,1
15959,1,3,-1,0,1
15960,0,1,0,0,1
15961,0,1,0,0,1
15962,0,0,0,0,1
15963,0,0,0,0,1
15964,0,1,0,0,1
15965,0,1,0,0,1
15966,0,1,0,0,1
15967,0,1,0,0,1
15968,0,0,0,0,1
15969,0,0,0,0,1
15970,1,3,-1,0,1
15971,1,3,-1,0,1
15972,1,3,-1,0,1
15973,1,3,-1,0,1
15974,0,0,0,0,1
15975,0,0,0,0,1
15976,0,1,0,0,1
15977,0,1,0,0,1
15978,0,1,0,0,1
15979,0,1,0,0,1
15980,0,0,0,0,1
15981,0,0,0,0,1
